Text,Topics
(3)No person shall be guilty of an offence under section 36 in respect of any act or omission required of him by an obligation imposed in the exercise of a prescribed removal power.,"['0.067*""respect"" + 0.067*""shall"" + 0.067*""prescribed"" + 0.067*""removal"" + 0.067*""act""']"
(4)In this section “a prescribed removal power” means any such power conferred by or under any enactment as—,"['0.200*""power"" + 0.133*""prescribed"" + 0.133*""removal"" + 0.133*""conferred"" + 0.133*""means""']"
(a)consists in a power to order or direct the removal of a person from the United Kingdom; and,"['0.125*""power"" + 0.125*""person"" + 0.125*""united"" + 0.125*""kingdom"" + 0.125*""removal""']"
(b)is designated for the purposes of this section by an order made by the Secretary of State.,"['0.125*""secretary"" + 0.125*""b"" + 0.125*""made"" + 0.125*""section"" + 0.125*""order""']"
(5)An order under subsection (2)(a) or (4) shall be made by statutory instrument subject to annulment in pursuance of a resolution of either House of Parliament.,"['0.077*""either"" + 0.077*""order"" + 0.077*""shall"" + 0.077*""resolution"" + 0.077*""statutory""']"
(6)An order under subsection (2)(a)—,"['0.500*""order"" + 0.500*""subsection""']"
(a)may make different provision for different cases; and,"['0.273*""different"" + 0.182*""provision"" + 0.182*""cases"" + 0.182*""may"" + 0.182*""make""']"
"(b)may contain such incidental, supplemental, consequential and transitional provision as the Secretary of State thinks fit.","['0.083*""incidental"" + 0.083*""consequential"" + 0.083*""secretary"" + 0.083*""thinks"" + 0.083*""fit""']"
"(7)References in this section to a person’s removal from the United Kingdom include references to his deportation, extradition, repatriation, delivery up or other transfer to a place outside the United Kingdom.","['0.097*""united"" + 0.097*""kingdom"" + 0.097*""references"" + 0.065*""repatriation"" + 0.065*""transfer""']"
"Commencement InformationI3S. 37 wholly in force at 1.4.2002; s. 37 not in force at Royal Assent see s. 138; s. 37 in force for certain purposes at 19.6.2001 by S.I. 2001/2223, art. 2(2)(b); s. 37 in force at 1.4.2002 insofar as not already in force by S.I. 2002/344, art. 3 (with art. 4) Use of controlled drugsU.K.38. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .U.K.F87. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['0.176*""force"" + 0.118*""art"" + 0.059*""certain"" + 0.059*""already"" + 0.059*""use""']"
"Textual AmendmentsF87S. 38 repealed (1.9.2005) by Drugs Act 2005 (c. 17), ss. 23, 24, Sch. 1 para. 6, Sch. 2; S.I. 2005/2223, art. 2 Intimidating, harming and threatening witnesses etc.E+W+N.I.39 Intimidation of witnessesE+W+N.I.(1)A person commits an offence if—","['0.091*""sch"" + 0.061*""intimidating"" + 0.061*""offence"" + 0.061*""ss"" + 0.061*""para""']"
"(a)he does an act which intimidates, and is intended to intimidate, another person (“the victim”);","['0.143*""person"" + 0.143*""intended"" + 0.143*""intimidate"" + 0.143*""victim"" + 0.143*""intimidates""']"
(b)he does the act—,"['1.000*""b""']"
(i)knowing or believing that the victim is or may be a witness in any relevant proceedings; and,"['0.143*""proceedings"" + 0.143*""witness"" + 0.143*""victim"" + 0.143*""believing"" + 0.143*""knowing""']"
"(ii)intending, by his act, to cause the course of justice to be obstructed, perverted or interfered with;","['0.111*""ii"" + 0.111*""obstructed"" + 0.111*""perverted"" + 0.111*""course"" + 0.111*""intending""']"
and,[]
(c)the act is done after the commencement of those proceedings.,"['0.200*""commencement"" + 0.200*""act"" + 0.200*""proceedings"" + 0.200*""c"" + 0.200*""done""']"
(2)For the purposes of subsection (1) it is immaterial—,"['0.500*""purposes"" + 0.500*""subsection""']"
(a)whether or not the act that is done is done in the presence of the victim;,"['0.273*""done"" + 0.182*""whether"" + 0.182*""act"" + 0.182*""victim"" + 0.182*""presence""']"
(b)whether that act is done to the victim himself or to another person; and,"['0.143*""person"" + 0.143*""whether"" + 0.143*""victim"" + 0.143*""act"" + 0.143*""b""']"
"(c)whether or not the intention to cause the course of justice to be obstructed, perverted or interfered with is the predominating intention of the person doing the act in question.","['0.111*""intention"" + 0.074*""course"" + 0.074*""c"" + 0.074*""perverted"" + 0.074*""person""']"
"(3)If, in proceedings against a person for an offence under this section, it is proved—","['0.250*""offence"" + 0.250*""person"" + 0.250*""section"" + 0.250*""proceedings""']"
"(a)that he did any act that intimidated, and was intended to intimidate, another person, and","['0.167*""act"" + 0.167*""person"" + 0.167*""another"" + 0.167*""intended"" + 0.167*""intimidate""']"
"(b)that he did that act knowing or believing that that other person was or might be a witness in any relevant proceedings that had already commenced,","['0.091*""proceedings"" + 0.091*""relevant"" + 0.091*""might"" + 0.091*""witness"" + 0.091*""act""']"
"he shall be presumed, unless the contrary is shown, to have done the act with the intention of causing the course of justice to be obstructed, perverted or interfered with.","['0.071*""unless"" + 0.071*""presumed"" + 0.071*""contrary"" + 0.071*""shown"" + 0.071*""shall""']"
(4)A person guilty of an offence under this section shall be liable—,"['0.200*""offence"" + 0.200*""shall"" + 0.200*""section"" + 0.200*""guilty"" + 0.200*""person""']"
"(a)on conviction on indictment, to imprisonment for a term not exceeding five years or to a fine, or to both;","['0.125*""conviction"" + 0.125*""imprisonment"" + 0.125*""five"" + 0.125*""years"" + 0.125*""indictment""']"
"(b)on summary conviction, to imprisonment for a term not exceeding six months or to a fine not exceeding the statutory maximum, or to both.","['0.130*""exceeding"" + 0.087*""statutory"" + 0.087*""months"" + 0.087*""six"" + 0.087*""conviction""']"
"(5)References in this section to a witness, in relation to any proceedings, include references to a person who provides, or is able to provide, any information or any document or other thing which might be used as evidence in those proceedings or which (whether or not admissible as evidence in those proceedings)—","['0.100*""proceedings"" + 0.075*""evidence"" + 0.075*""references"" + 0.050*""thing"" + 0.050*""include""']"
(a)might tend to confirm evidence which will be or might be admitted in those proceedings;,"['0.231*""might"" + 0.154*""tend"" + 0.154*""admitted"" + 0.154*""confirm"" + 0.154*""evidence""']"
(b)might be referred to in evidence given in those proceedings by another witness; or,"['0.125*""evidence"" + 0.125*""proceedings"" + 0.125*""given"" + 0.125*""b"" + 0.125*""referred""']"
(c)might be used as the basis for any cross examination in the course of those proceedings.,"['0.125*""proceedings"" + 0.125*""might"" + 0.125*""cross"" + 0.125*""used"" + 0.125*""basis""']"
"(6)References in this section to doing an act include references to issuing any threat (whether against a person or his finances or property or otherwise), or making any other statement.","['0.111*""references"" + 0.074*""finances"" + 0.074*""act"" + 0.074*""threat"" + 0.074*""person""']"
"(7)This section is in addition to, and not in derogation of, any offence subsisting at common law.","['0.143*""addition"" + 0.143*""offence"" + 0.143*""derogation"" + 0.143*""section"" + 0.143*""subsisting""']"
"40 Harming witnesses etc.E+W+N.I.(1)A person commits an offence if, in circumstances falling within subsection (2)—","['0.111*""falling"" + 0.111*""commits"" + 0.111*""within"" + 0.111*""person"" + 0.111*""subsection""']"
"(a)he does an act which harms, and is intended to harm, another person; or","['0.167*""act"" + 0.167*""harm"" + 0.167*""intended"" + 0.167*""person"" + 0.167*""harms""']"
"(b)intending to cause another person to fear harm, he threatens to do an act which would harm that other person.","['0.136*""harm"" + 0.136*""person"" + 0.091*""fear"" + 0.091*""act"" + 0.091*""cause""']"
(2)The circumstances fall within this subsection if—,"['0.250*""circumstances"" + 0.250*""fall"" + 0.250*""within"" + 0.250*""subsection""']"
(a)the person doing or threatening to do the act does so knowing or believing that some person (whether or not the person harmed or threatened or the person against whom harm is threatened) has been a witness in relevant proceedings; and,"['0.179*""person"" + 0.107*""threatened"" + 0.071*""harm"" + 0.071*""relevant"" + 0.071*""whether""']"
(b)he does or threatens to do that act because of that knowledge or belief.,"['0.200*""threatens"" + 0.200*""act"" + 0.200*""b"" + 0.200*""knowledge"" + 0.200*""belief""']"
"(3)If, in proceedings against a person for an offence under this section, it is proved that, within the relevant period—","['0.143*""section"" + 0.143*""relevant"" + 0.143*""proved"" + 0.143*""offence"" + 0.143*""proceedings""']"
"(a)he did an act which harmed, and was intended to harm, another person, or","['0.167*""person"" + 0.167*""act"" + 0.167*""harm"" + 0.167*""harmed"" + 0.167*""intended""']"
"(b)intending to cause another person to fear harm, he threatened to do an act which would harm that other person,","['0.136*""person"" + 0.136*""harm"" + 0.091*""cause"" + 0.091*""threatened"" + 0.091*""another""']"
"and that he did the act, or (as the case may be) threatened to do the act, with the knowledge or belief required by paragraph (a) of subsection (2), he shall be presumed, unless the contrary is shown, to have done the act, or (as the case may be) threatened to do the act, because of that knowledge or belief.","['0.132*""act"" + 0.079*""case"" + 0.079*""may"" + 0.079*""knowledge"" + 0.079*""threatened""']"
(4)For the purposes of this section it is immaterial—,"['0.500*""purposes"" + 0.500*""section""']"
"(a)whether or not the act that is done or threatened, or the threat that is made, is or would be done or is made in the presence of the person who is or would be harmed or of the person who is threatened;","['0.120*""made"" + 0.120*""threatened"" + 0.120*""person"" + 0.120*""done"" + 0.120*""would""']"
(b)whether or not the motive mentioned in subsection (2)(b) is the predominating motive for the act or threat; and,"['0.167*""motive"" + 0.167*""b"" + 0.111*""threat"" + 0.111*""mentioned"" + 0.111*""predominating""']"
(c)whether the harm that is done or threatened is physical or financial or is harm to a person or to his property.,"['0.158*""harm"" + 0.105*""whether"" + 0.105*""person"" + 0.105*""done"" + 0.105*""physical""']"
(5)A person guilty of an offence under this section shall be liable—,"['0.200*""shall"" + 0.200*""offence"" + 0.200*""person"" + 0.200*""guilty"" + 0.200*""section""']"
"(a)on conviction on indictment, to imprisonment for a term not exceeding five years or to a fine, or to both;","['0.125*""imprisonment"" + 0.125*""years"" + 0.125*""term"" + 0.125*""conviction"" + 0.125*""fine""']"
"(b)on summary conviction, to imprisonment for a term not exceeding six months or to a fine not exceeding the statutory maximum, or to both.","['0.130*""exceeding"" + 0.087*""summary"" + 0.087*""statutory"" + 0.087*""six"" + 0.087*""b""']"
"(6)In this section “the relevant period”, in relation to an act done, or threat made, with the knowledge or belief that a person has been a witness in any relevant proceedings, means the period that begins with the commencement of those proceedings and ends one year after they are finally concluded.","['0.067*""proceedings"" + 0.067*""relevant"" + 0.067*""period"" + 0.044*""ends"" + 0.044*""means""']"
"(7)References in this section to a witness, in relation to any proceedings, include references to a person who has provided any information or any document or other thing which was or might have been used as evidence in those proceedings or which (whether or not it was admissible as evidence in those proceedings)—","['0.111*""proceedings"" + 0.083*""evidence"" + 0.083*""references"" + 0.056*""might"" + 0.056*""section""']"
(a)tended to confirm or might have tended to confirm any evidence which was or could have been given in those proceedings;,"['0.187*""confirm"" + 0.187*""tended"" + 0.125*""given"" + 0.125*""might"" + 0.125*""proceedings""']"
(b)was or might have been referred to in evidence given in those proceedings by another witness; or,"['0.125*""b"" + 0.125*""might"" + 0.125*""given"" + 0.125*""referred"" + 0.125*""another""']"
(c)was or might have been used as the basis for any cross examination in the course of those proceedings.,"['0.125*""course"" + 0.125*""cross"" + 0.125*""examination"" + 0.125*""might"" + 0.125*""basis""']"
"(8)This section is in addition to, and not in derogation of, any offence subsisting at common law.","['0.143*""addition"" + 0.143*""offence"" + 0.143*""section"" + 0.143*""law"" + 0.143*""derogation""']"
"41 Relevant proceedingsE+W+N.I.(1)A reference in section 39 or 40 to relevant proceedings is a reference to any proceedings in or before the Court of Appeal, the High Court, the Crown Court or any county court or magistrates’ court which—","['0.222*""court"" + 0.111*""proceedings"" + 0.111*""reference"" + 0.111*""relevant"" + 0.074*""county""']"
(a)are not proceedings for an offence; and,"['0.500*""proceedings"" + 0.500*""offence""']"
(b)were commenced after the coming into force of that section.,"['0.200*""coming"" + 0.200*""commenced"" + 0.200*""force"" + 0.200*""section"" + 0.200*""b""']"
(2)For the purposes of any reference in section 39 or 40 or this section to the commencement of any proceedings relevant proceedings are commenced (subject to subsection (5)) at the earliest time at which one of the following occurs—,"['0.107*""section"" + 0.107*""proceedings"" + 0.071*""purposes"" + 0.071*""subject"" + 0.071*""commencement""']"
"(a)an information is laid or application, claim form, complaint, petition, summons or other process made or issued for the purpose of commencing the proceedings;","['0.071*""form"" + 0.071*""process"" + 0.071*""made"" + 0.071*""commencing"" + 0.071*""information""']"
(b)any other step is taken by means of which the subject matter of the proceedings is brought for the first time (whether as part of the proceedings or in anticipation of them) before the court.,"['0.103*""proceedings"" + 0.069*""first"" + 0.069*""b"" + 0.069*""part"" + 0.069*""step""']"
"(3)For the purposes of any reference in section 39 or 40 to the time when any proceedings are finally concluded, relevant proceedings are finally concluded (subject to subsection (4))—","['0.130*""concluded"" + 0.130*""proceedings"" + 0.130*""finally"" + 0.087*""subject"" + 0.087*""time""']"
"(a)if proceedings for an appeal against, or an application for a review of, those proceedings or of any decision taken in those proceedings are brought or is made, at the time when proceedings on that appeal or application are finally concluded;","['0.185*""proceedings"" + 0.111*""appeal"" + 0.111*""application"" + 0.074*""made"" + 0.074*""time""']"
"(b)if the proceedings are withdrawn or discontinued, at the time when they are withdrawn or discontinued; and","['0.250*""discontinued"" + 0.250*""withdrawn"" + 0.167*""b"" + 0.167*""time"" + 0.167*""proceedings""']"
"(c)in any other case, when the court in or before which the proceedings are brought finally disposes of all the matters arising in those proceedings.","['0.158*""proceedings"" + 0.105*""brought"" + 0.105*""arising"" + 0.105*""court"" + 0.105*""matters""']"
(4)Relevant proceedings shall not be taken to be finally concluded by virtue of subsection (3)(a) where—,"['0.125*""subsection"" + 0.125*""relevant"" + 0.125*""taken"" + 0.125*""concluded"" + 0.125*""virtue""']"
(a)the matters to which the appeal or application relate are such that the proceedings in respect of which it is brought or made continue or resume after the making of any determination on that appeal or application; or,"['0.115*""appeal"" + 0.115*""application"" + 0.077*""proceedings"" + 0.077*""making"" + 0.077*""made""']"
(b)a determination made on that appeal or application requires those proceedings to continue or to be resumed.,"['0.111*""resumed"" + 0.111*""continue"" + 0.111*""application"" + 0.111*""appeal"" + 0.111*""b""']"
"(5)Where, after having appeared to be finally concluded, any relevant proceedings continue by reason of—","['0.143*""proceedings"" + 0.143*""finally"" + 0.143*""reason"" + 0.143*""appeared"" + 0.143*""continue""']"
"(a)the giving of permission to bring an appeal after a fixed time for appealing has expired,","['0.125*""appealing"" + 0.125*""giving"" + 0.125*""expired"" + 0.125*""bring"" + 0.125*""fixed""']"
"(b)the lifting of any stay in the proceedings,","['0.250*""b"" + 0.250*""proceedings"" + 0.250*""stay"" + 0.250*""lifting""']"
"(c)the setting aside, without an appeal, of any judgment or order, or","['0.143*""order"" + 0.143*""without"" + 0.143*""appeal"" + 0.143*""aside"" + 0.143*""c""']"
"(d)the revival of any discontinued proceedings,","['0.333*""revival"" + 0.333*""proceedings"" + 0.333*""discontinued""']"
"sections 39 and 40 and this section shall have effect as if the proceedings had concluded when they appeared to, but as if the giving of permission, the lifting of the stay, the setting aside of the judgment or order or, as the case may be, the revival of the discontinued proceedings were the commencement of new relevant proceedings.","['0.087*""proceedings"" + 0.043*""aside"" + 0.043*""section"" + 0.043*""effect"" + 0.043*""may""']"
" Further provision about intimidation etc.U.K.42 Police directions stopping the harassment etc of a person in his homeE+W(1)Subject to the following provisions of this section, a constable who is at the scene may give a direction under this section to any person if—","['0.083*""person"" + 0.083*""section"" + 0.056*""etc"" + 0.056*""police"" + 0.056*""give""']"
(a)that person is present outside or in the vicinity of any premises that are used by any individual (“the resident”) as his dwelling;,"['0.111*""resident"" + 0.111*""vicinity"" + 0.111*""person"" + 0.111*""used"" + 0.111*""premises""']"
"(b)that constable believes, on reasonable grounds, that that person is present there for the purpose (by his presence or otherwise) of representing to the resident or another individual (whether or not one who uses the premises as his dwelling), or of persuading the resident or such another individual—","['0.071*""another"" + 0.071*""resident"" + 0.048*""b"" + 0.048*""persuading"" + 0.048*""whether""']"
(i)that he should not do something that he is entitled or required to do; or,"['0.333*""required"" + 0.333*""entitled"" + 0.333*""something""']"
(ii)that he should do something that he is not under any obligation to do;,"['0.333*""ii"" + 0.333*""something"" + 0.333*""obligation""']"
and,[]
"(c)that constable also believes, on reasonable grounds, that the presence of that person (either alone or together with that of any other persons who are also present)—","['0.111*""also"" + 0.074*""constable"" + 0.074*""present"" + 0.074*""persons"" + 0.074*""believes""']"
"(i)amounts to, or is likely to result in, the harassment of the resident; or","['0.200*""amounts"" + 0.200*""harassment"" + 0.200*""likely"" + 0.200*""resident"" + 0.200*""result""']"
(ii)is likely to cause alarm or distress to the resident.,"['0.167*""alarm"" + 0.167*""cause"" + 0.167*""resident"" + 0.167*""ii"" + 0.167*""likely""']"
(2)A direction under this section is a direction requiring the person to whom it is given to do all such things as the constable giving it may specify as the things he considers necessary to prevent one or both of the following—,"['0.100*""things"" + 0.100*""direction"" + 0.067*""considers"" + 0.067*""necessary"" + 0.067*""given""']"
(a)the harassment of the resident; or,"['0.500*""resident"" + 0.500*""harassment""']"
(b)the causing of any alarm or distress to the resident.,"['0.200*""alarm"" + 0.200*""b"" + 0.200*""causing"" + 0.200*""distress"" + 0.200*""resident""']"
"(3)A direction under this section may be given orally; and where a constable is entitled to give a direction under this section to each of several persons outside, or in the vicinity of, any premises, he may give that direction to those persons by notifying them of his requirements either individually or all together.","['0.095*""direction"" + 0.071*""give"" + 0.071*""may"" + 0.071*""section"" + 0.071*""persons""']"
[F88(4)The requirements that may be imposed by a direction under this section include—,"['0.200*""direction"" + 0.200*""imposed"" + 0.200*""may"" + 0.200*""requirements"" + 0.200*""section""']"
"(a)a requirement to leave the vicinity of the premises in question, and","['0.200*""premises"" + 0.200*""question"" + 0.200*""vicinity"" + 0.200*""leave"" + 0.200*""requirement""']"
"(b)a requirement to leave that vicinity and not to return to it within such period as the constable may specify, not being longer than 3 months;","['0.083*""vicinity"" + 0.083*""return"" + 0.083*""may"" + 0.083*""constable"" + 0.083*""b""']"
and (in either case) the requirement to leave the vicinity may be to do so immediately or after a specified period of time.],"['0.100*""may"" + 0.100*""case"" + 0.100*""leave"" + 0.100*""either"" + 0.100*""specified""']"
"(5)A direction under this section may make exceptions to any requirement imposed by the direction, and may make any such exception subject to such conditions as the constable giving the direction thinks fit; and those conditions may include—","['0.118*""may"" + 0.118*""direction"" + 0.088*""make"" + 0.088*""conditions"" + 0.059*""giving""']"
"(a)conditions as to the distance from the premises in question at which, or otherwise as to the location where, persons who do not leave their vicinity must remain; and","['0.091*""distance"" + 0.091*""otherwise"" + 0.091*""vicinity"" + 0.091*""persons"" + 0.091*""location""']"
(b)conditions as to the number or identity of the persons who are authorised by the exception to remain in the vicinity of those premises.,"['0.100*""b"" + 0.100*""identity"" + 0.100*""vicinity"" + 0.100*""conditions"" + 0.100*""premises""']"
(6)The power of a constable to give a direction under this section shall not include—,"['0.167*""constable"" + 0.167*""direction"" + 0.167*""shall"" + 0.167*""power"" + 0.167*""section""']"
(a)any power to give a direction at any time when there is a more senior-ranking police officer at the scene; or,"['0.143*""power"" + 0.143*""time"" + 0.143*""scene"" + 0.143*""direction"" + 0.143*""give""']"
(b)any power to direct a person to refrain from conduct that is lawful under section 220 of the Trade Union and Labour Relations (Consolidation) Act 1992 (c. 52) (right peacefully to picket a work place);,"['0.053*""union"" + 0.053*""person"" + 0.053*""consolidation"" + 0.053*""lawful"" + 0.053*""right""']"
but it shall include power to vary or withdraw a direction previously given under this section.,"['0.111*""vary"" + 0.111*""include"" + 0.111*""power"" + 0.111*""previously"" + 0.111*""direction""']"
"(7)Any person who knowingly [F89fails to comply with a requirement in a direction given to him under this section (other than a requirement under subsection (4)(b))] shall be guilty of an offence and liable, on summary conviction, to imprisonment for a term not exceeding three months or to a fine not exceeding level 4 on the standard scale, or to both.","['0.060*""exceeding"" + 0.060*""requirement"" + 0.040*""direction"" + 0.040*""offence"" + 0.040*""term""']"
[F90(7A)Any person to whom a constable has given a direction including a requirement under subsection (4)(b) commits an offence if he—,"['0.100*""person"" + 0.100*""subsection"" + 0.100*""b"" + 0.100*""constable"" + 0.100*""commits""']"
(a)returns to the vicinity of the premises in question within the period specified in the direction beginning with the date on which the direction is given; and,"['0.130*""direction"" + 0.087*""given"" + 0.087*""returns"" + 0.087*""vicinity"" + 0.087*""premises""']"
(b)does so for the purpose described in subsection (1)(b).,"['0.333*""b"" + 0.222*""described"" + 0.222*""subsection"" + 0.222*""purpose""']"
"(7B)A person guilty of an offence under subsection (7A) shall be liable, on summary conviction, to imprisonment for a term not exceeding 51 weeks or to a fine not exceeding level 4 on the standard scale, or to both.","['0.091*""exceeding"" + 0.061*""liable"" + 0.061*""subsection"" + 0.061*""summary"" + 0.061*""term""']"
"(7C)In relation to an offence committed before the commencement of section 281(5) of the Criminal Justice Act 2003 (alteration of penalties for summary offences), the reference in subsection (7B) to 51 weeks is to be read as a reference to 6 months.]","['0.086*""reference"" + 0.057*""subsection"" + 0.057*""act"" + 0.057*""summary"" + 0.057*""read""']"
(8)F91. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[]
(9)In this section “dwelling” has the same meaning as in Part 1 of the Public Order Act 1986 (c. 64).,"['0.143*""dwelling"" + 0.143*""act"" + 0.143*""part"" + 0.143*""order"" + 0.143*""section""']"
"Textual AmendmentsF88S. 42(4) substituted (1.7.2005) by Serious Organised Crime and Police Act 2005 (c. 15), ss. 127(2), 178; S.I. 2005/1521, art. 3(1)(m) (subject to arts. 3(4)(5))F89Words in s. 42(7) substituted (1.7.2005) by Serious Organised Crime and Police Act 2005 (c. 15), ss. 127(3), 178; S.I. 2005/1521, art. 3(1)(m) (subject to arts. 3(4)(5))F90S. 42(7A)-(7C) inserted (1.7.2005) by Serious Organised Crime and Police Act 2005 (c. 15), ss. 127(4), 178; S.I. 2005/1521, art. 3(1)(m) (subject to arts. 3(4)(5))F91S. 42(8) repealed (1.1.2006) by Serious Organised Crime and Police Act 2005 (c. 15), ss. 111, 174(2), 178, Sch. 7 para. 35(a), Sch. 17 Pt. 2; S.I. 2005/3495, art. 2(1) (subject to art. 2(2))[F9242AOffence of harassment etc. of a person in his homeU.K.(1)A person commits an offence if—","['0.083*""art"" + 0.069*""act"" + 0.069*""organised"" + 0.069*""serious"" + 0.069*""police""']"
(a)that person is present outside or in the vicinity of any premises that are used by any individual (“the resident”) as his dwelling;,"['0.111*""resident"" + 0.111*""person"" + 0.111*""premises"" + 0.111*""vicinity"" + 0.111*""outside""']"
"(b)that person is present there for the purpose (by his presence or otherwise) of representing to the resident or another individual (whether or not one who uses the premises as his dwelling), or of persuading the resident or such another individual—","['0.088*""another"" + 0.088*""resident"" + 0.059*""premises"" + 0.059*""representing"" + 0.059*""one""']"
(i)that he should not do something that he is entitled or required to do; or,"['0.333*""entitled"" + 0.333*""required"" + 0.333*""something""']"
(ii)that he should do something that he is not under any obligation to do;,"['0.333*""obligation"" + 0.333*""something"" + 0.333*""ii""']"
(c)that person—,"['1.000*""c""']"
"(i)intends his presence to amount to the harassment of, or to cause alarm or distress to, the resident; or","['0.125*""cause"" + 0.125*""intends"" + 0.125*""distress"" + 0.125*""presence"" + 0.125*""resident""']"
"(ii)knows or ought to know that his presence is likely to result in the harassment of, or to cause alarm or distress to, the resident; and","['0.083*""knows"" + 0.083*""likely"" + 0.083*""know"" + 0.083*""ii"" + 0.083*""resident""']"
(d)the presence of that person—,"['1.000*""presence""']"
"(i)amounts to the harassment of, or causes alarm or distress to, any person falling within subsection (2); or","['0.111*""within"" + 0.111*""harassment"" + 0.111*""falling"" + 0.111*""subsection"" + 0.111*""causes""']"
"(ii)is likely to result in the harassment of, or to cause alarm or distress to, any such person.","['0.125*""alarm"" + 0.125*""ii"" + 0.125*""harassment"" + 0.125*""cause"" + 0.125*""distress""']"
(2)A person falls within this subsection if he is—,"['0.250*""falls"" + 0.250*""within"" + 0.250*""person"" + 0.250*""subsection""']"
"(a)the resident,","['1.000*""resident""']"
"(b)a person in the resident's dwelling, or","['0.250*""b"" + 0.250*""person"" + 0.250*""resident"" + 0.250*""dwelling""']"
(c)a person in another dwelling in the vicinity of the resident's dwelling.,"['0.231*""dwelling"" + 0.154*""another"" + 0.154*""person"" + 0.154*""vicinity"" + 0.154*""resident""']"
(3)The references in subsection (1)(c) and (d) to a person's presence are references to his presence either alone or together with that of any other persons who are also present.,"['0.125*""references"" + 0.125*""presence"" + 0.083*""also"" + 0.083*""person"" + 0.083*""persons""']"
"(4)For the purposes of this section a person (A) ought to know that his presence is likely to result in the harassment of, or to cause alarm or distress to, a resident if a reasonable person in possession of the same information would think that A's presence was likely to have that effect.","['0.073*""likely"" + 0.073*""person"" + 0.073*""presence"" + 0.049*""ought"" + 0.049*""would""']"
"(5)A person guilty of an offence under this section shall be liable, on summary conviction, to imprisonment for a term not exceeding 51 weeks or to a fine not exceeding level 4 on the standard scale, or to both.","['0.091*""exceeding"" + 0.061*""standard"" + 0.061*""level"" + 0.061*""shall"" + 0.061*""section""']"
"(6)In relation to an offence committed before the commencement of section 281(5) of the Criminal Justice Act 2003 (alteration of penalties for summary offences), the reference in subsection (5) to 51 weeks is to be read as a reference to 6 months.","['0.086*""reference"" + 0.057*""summary"" + 0.057*""justice"" + 0.057*""weeks"" + 0.057*""relation""']"
(7)In this section “dwelling” has the same meaning as in Part 1 of the Public Order Act 1986.],"['0.143*""public"" + 0.143*""meaning"" + 0.143*""dwelling"" + 0.143*""section"" + 0.143*""act""']"
"Textual AmendmentsF92S. 42A inserted (1.7.2005) by Serious Organised Crime and Police Act 2005 (c. 15), ss. 126(1), 178; S.I. 2005/1521, art. 3(1)(m) (subject to art. 3(4)(5))43 Malicious communicationsE+W(1)In subsection (1) of section 1 of the Malicious Communications Act 1988 (c. 27) (offence of sending letters and other articles with intent to cause distress or anxiety)—","['0.064*""malicious"" + 0.064*""art"" + 0.064*""act"" + 0.043*""offence"" + 0.043*""inserted""']"
"(a)in paragraph (a), for “letter or other article” there shall be substituted “ letter, electronic communication or article of any description ”; and","['0.167*""letter"" + 0.167*""article"" + 0.111*""electronic"" + 0.111*""paragraph"" + 0.111*""shall""']"
"(b)in paragraph (b), for the word “other article” there shall be substituted “ article or electronic communication ”.","['0.167*""article"" + 0.167*""b"" + 0.111*""substituted"" + 0.111*""electronic"" + 0.111*""word""']"
(2)In subsection (2) of that section (defence of making a threat in the belief that it was a proper way of reinforcing a demand and that there were reasonable grounds for making that demand)—,"['0.115*""demand"" + 0.115*""making"" + 0.077*""belief"" + 0.077*""grounds"" + 0.077*""reinforcing""']"
"(a)in paragraph (a), for “which he believed he had reasonable grounds for making” there shall be substituted “ made by him on reasonable grounds ”; and","['0.167*""reasonable"" + 0.167*""grounds"" + 0.111*""made"" + 0.111*""making"" + 0.111*""substituted""']"
"(b)in paragraph (b), after “believed” there shall be inserted “ , and had reasonable grounds for believing, ”.","['0.176*""b"" + 0.118*""paragraph"" + 0.118*""believing"" + 0.118*""grounds"" + 0.118*""believed""']"
(3)After that subsection there shall be inserted—,"['0.500*""shall"" + 0.500*""subsection""']"
“(2A)In this section “electronic communication” includes—,"['0.333*""communication"" + 0.333*""electronic"" + 0.333*""section""']"
(a)any oral or other communication by means of a telecommunication system (within the meaning of the Telecommunications Act 1984 (c. 12)); and,"['0.111*""system"" + 0.111*""oral"" + 0.111*""telecommunications"" + 0.111*""act"" + 0.111*""meaning""']"
(b)any communication (however sent) that is in electronic form.”,"['0.167*""electronic"" + 0.167*""however"" + 0.167*""communication"" + 0.167*""form"" + 0.167*""b""']"
(4)In subsection (3) of that section (definition of “send”)—,"['0.250*""definition"" + 0.250*""send"" + 0.250*""subsection"" + 0.250*""section""']"
(a)after “delivering” there shall be inserted “ or transmitting ”; and,"['0.250*""inserted"" + 0.250*""shall"" + 0.250*""transmitting"" + 0.250*""delivering""']"
"(b)for “or delivered” there shall be substituted “ , delivered or transmitted ”.","['0.273*""delivered"" + 0.182*""b"" + 0.182*""shall"" + 0.182*""substituted"" + 0.182*""transmitted""']"
"(5)In subsection (5) of that section (penalty for offence), for “a fine not exceeding level 4 on the standard scale” there shall be substituted “ imprisonment for a term not exceeding six months or to a fine not exceeding level 5 on the standard scale, or to both ”.","['0.111*""exceeding"" + 0.083*""scale"" + 0.083*""fine"" + 0.083*""level"" + 0.083*""standard""']"
