Text,Topics
 16Assemblies and one-person protests: British Transport Police and MoD Police(1)The Public Order Act 1986 is amended as follows.,"['0.143*""police"" + 0.095*""amended"" + 0.095*""transport"" + 0.095*""protests"" + 0.095*""act""']"
 (2)In section 14 (imposing conditions on public assemblies)—,"['0.200*""section"" + 0.200*""imposing"" + 0.200*""public"" + 0.200*""assemblies"" + 0.200*""conditions""']"
 “(2ZA)The reference in subsection (2)(a) to a police officer includes—,"['0.250*""officer"" + 0.250*""police"" + 0.250*""subsection"" + 0.250*""reference""']"
 (2ZB)The reference in subsection (2)(b) to a chief officer of police includes—,"['0.167*""police"" + 0.167*""chief"" + 0.167*""b"" + 0.167*""officer"" + 0.167*""reference""']"
 (ii)after “(2)(b)” insert “or (2ZB)”.,"['0.333*""b"" + 0.333*""insert"" + 0.333*""ii""']"
 (3)In section 14ZA (imposing conditions on one-person protests)—,"['0.250*""conditions"" + 0.250*""imposing"" + 0.250*""section"" + 0.250*""protests""']"
 “(5A)The reference in subsection (5)(a) to a police officer includes—,"['0.250*""officer"" + 0.250*""police"" + 0.250*""reference"" + 0.250*""subsection""']"
 (ii)intended to be held at a place within sub-paragraph (i) in a case where a person is in that place with a view to carrying on such a protest;,"['0.143*""place"" + 0.095*""ii"" + 0.095*""person"" + 0.095*""carrying"" + 0.095*""case""']"
 (ii)intended to be held at a place within sub-paragraph (i) in a case where a person is in that place with a view to carrying on such a protest.,"['0.143*""place"" + 0.095*""ii"" + 0.095*""intended"" + 0.095*""held"" + 0.095*""case""']"
 (5B)The reference in subsection (5)(b) to a chief officer of police includes—,"['0.167*""chief"" + 0.167*""officer"" + 0.167*""b"" + 0.167*""police"" + 0.167*""reference""']"
 (ii)after “(5)(b)” insert “or (5B)”.,"['0.333*""ii"" + 0.333*""b"" + 0.333*""insert""']"
 (4)In section 14A (prohibiting trespassory assemblies)—,"['0.250*""prohibiting"" + 0.250*""section"" + 0.250*""assemblies"" + 0.250*""trespassory""']"
 “(4A)Subsection (4D) applies if at any time the chief constable of the British Transport Police Force reasonably believes that—,"['0.091*""police"" + 0.091*""chief"" + 0.091*""subsection"" + 0.091*""reasonably"" + 0.091*""constable""']"
" (ii)on land to which the public has no right of access or only a limited right of access, and","['0.214*""right"" + 0.214*""access"" + 0.143*""ii"" + 0.143*""land"" + 0.143*""limited""']"
 (4B)The condition in this subsection is that the assembly is likely—,"['0.333*""assembly"" + 0.333*""condition"" + 0.333*""subsection""']"
 (ii)the limits of the public’s right of access.,"['0.200*""public"" + 0.200*""right"" + 0.200*""access"" + 0.200*""ii"" + 0.200*""limits""']"
 (4C)The condition in this subsection is that the assembly may result—,"['0.250*""condition"" + 0.250*""may"" + 0.250*""assembly"" + 0.250*""subsection""']"
" (4D)Where this subsection applies, the chief constable of the British Transport Police Force may with the consent of the relevant national authority make an order prohibiting for a specified period the holding of all trespassory assemblies in a specified area.","['0.067*""specified"" + 0.044*""make"" + 0.044*""trespassory"" + 0.044*""prohibiting"" + 0.044*""consent""']"
 (4E)An area specified in an order under subsection (4D) must comprise only—,"['0.167*""subsection"" + 0.167*""comprise"" + 0.167*""must"" + 0.167*""order"" + 0.167*""specified""']"
 (ii)where an assembly could affect a railway within the meaning of Part 3 of that Act or anything occurring on or in relation to such a railway.,"['0.120*""railway"" + 0.080*""meaning"" + 0.080*""occurring"" + 0.080*""within"" + 0.080*""part""']"
 (4F)In subsection (4D) “the relevant national authority” means—,"['0.250*""national"" + 0.250*""relevant"" + 0.250*""subsection"" + 0.250*""authority""']"
 (4G)Subsection (4J) applies if at any time the chief constable of the Ministry of Defence Police reasonably believes that—,"['0.100*""defence"" + 0.100*""believes"" + 0.100*""applies"" + 0.100*""time"" + 0.100*""ministry""']"
" (ii)on land to which the public has no right of access or only a limited right of access, and","['0.214*""right"" + 0.214*""access"" + 0.143*""public"" + 0.143*""land"" + 0.143*""limited""']"
 (4H)The condition in this subsection is that the assembly is likely—,"['0.333*""condition"" + 0.333*""assembly"" + 0.333*""subsection""']"
 (ii)the limits of the public’s right of access.,"['0.200*""public"" + 0.200*""access"" + 0.200*""ii"" + 0.200*""limits"" + 0.200*""right""']"
 (4I)The condition in this subsection is that the assembly may result—,"['0.250*""may"" + 0.250*""assembly"" + 0.250*""condition"" + 0.250*""subsection""']"
" (ii)a place within section 4(1) of the Atomic Weapons Establishment Act 1991, or","['0.125*""section"" + 0.125*""establishment"" + 0.125*""weapons"" + 0.125*""place"" + 0.125*""within""']"
" (iii)in relation to a time after the coming into force of section 5 of the Defence Reform Act 2014, a place within subsection (1) of that section,","['0.120*""section"" + 0.080*""act"" + 0.080*""place"" + 0.080*""relation"" + 0.080*""defence""']"
" (4J)Where this subsection applies, the chief constable of the Ministry of Defence Police may with the consent of the Secretary of State make an order prohibiting for a specified period the holding of all trespassory assemblies in a specified area.","['0.073*""specified"" + 0.049*""defence"" + 0.049*""consent"" + 0.049*""make"" + 0.049*""holding""']"
" (4K)An area specified in an order under subsection (4J) which is not made in reliance on subsection (4I)(a) must comprise only one or more places to which section 2(2) of the Ministry of Defence Police Act 1987 applies.”,","['0.097*""subsection"" + 0.065*""defence"" + 0.065*""ministry"" + 0.065*""area"" + 0.065*""section""']"
" (5)In section 15 (delegation), after subsection (2) insert—","['0.333*""section"" + 0.333*""delegation"" + 0.333*""subsection""']"
" “(3)The chief constable of the British Transport Police Force may delegate, to such extent and subject to such conditions as the chief constable may specify, any of the chief constable’s functions under sections 14 to 14A to an assistant chief constable of that Force; and references in those sections to the person delegating shall be construed accordingly.","['0.098*""chief"" + 0.098*""constable"" + 0.059*""force"" + 0.059*""may"" + 0.059*""sections""']"
" (4)The chief constable of the Ministry of Defence Police may delegate, to such extent and subject to such conditions as the chief constable may specify, any of the chief constable’s functions under sections 14 to 14A to a deputy chief constable or assistant chief constable of that force; and references in those sections to the person delegating shall be construed accordingly.”","['0.111*""chief"" + 0.111*""constable"" + 0.056*""sections"" + 0.056*""may"" + 0.037*""force""']"
 Exercise of police powers in relation to journalists etc17Exercise of police powers in relation to journalists etc(1)A constable may not exercise a police power for the sole purpose of preventing a person from observing or reporting on a protest.,"['0.105*""police"" + 0.079*""powers"" + 0.079*""exercise"" + 0.079*""journalists"" + 0.079*""relation""']"
 (2)A constable may not exercise a police power for the sole purpose of preventing a person from observing or reporting on the exercise of a police power in relation to—,"['0.111*""power"" + 0.111*""exercise"" + 0.111*""police"" + 0.074*""preventing"" + 0.074*""person""']"
 (3)This section does not affect the exercise by a constable of a police power for any purpose for which it may be exercised apart from this section.,"['0.143*""section"" + 0.095*""police"" + 0.095*""purpose"" + 0.095*""apart"" + 0.095*""power""']"
 (4)In this section—,[]
" “injunction” means an injunction granted by the High Court, the county court or a youth court;","['0.235*""court"" + 0.176*""injunction"" + 0.118*""means"" + 0.118*""high"" + 0.118*""county""']"
 “police power” means a power which is conferred on a constable by or by virtue of an enactment or by a rule of law;,"['0.158*""power"" + 0.105*""constable"" + 0.105*""law"" + 0.105*""virtue"" + 0.105*""rule""']"
" “protest-related breach”, in relation to an injunction, means a breach which is directly related to a protest;","['0.200*""breach"" + 0.133*""related"" + 0.133*""protest"" + 0.133*""means"" + 0.133*""injunction""']"
 “protest-related offence” means an offence which is directly related to a protest.,"['0.273*""offence"" + 0.182*""related"" + 0.182*""directly"" + 0.182*""means"" + 0.182*""protest""']"
 Proceedings by the Secretary of State18Power of Secretary of State to bring proceedings(1)Subsection (4) applies where—,"['0.214*""secretary"" + 0.214*""proceedings"" + 0.143*""subsection"" + 0.143*""bring"" + 0.143*""state""']"
" (2)The condition in this subsection is that the Secretary of State reasonably believes that the activities are causing, or are likely to cause, serious disruption to—","['0.083*""condition"" + 0.083*""disruption"" + 0.083*""serious"" + 0.083*""reasonably"" + 0.083*""subsection""']"
" (3)The condition in this subsection is that the Secretary of State reasonably believes that the activities are having, or are likely to have, a serious adverse effect on public safety in England and Wales.","['0.067*""wales"" + 0.067*""serious"" + 0.067*""adverse"" + 0.067*""condition"" + 0.067*""reasonably""']"
" (4)Where this subsection applies and the Secretary of State considers that it is expedient in the public interest to do so, the Secretary of State may bring civil proceedings relating to the activities in the name of the Secretary of State.","['0.118*""state"" + 0.118*""secretary"" + 0.059*""interest"" + 0.059*""activities"" + 0.059*""relating""']"
" (5)Before bringing proceedings under subsection (4) in relation to any activities the Secretary of State must consult such persons (if any) as the Secretary of State considers appropriate, having regard to any persons who may also bring civil proceedings in relation to those activities.","['0.075*""proceedings"" + 0.075*""persons"" + 0.075*""state"" + 0.075*""activities"" + 0.075*""relation""']"
 (6)The bringing of proceedings by the Secretary of State under subsection (4) in relation to any activities does not affect the ability of any other person to bring civil proceedings in relation to those activities.,"['0.111*""activities"" + 0.111*""proceedings"" + 0.111*""relation"" + 0.074*""bringing"" + 0.074*""person""']"
 (7)The reference in subsection (1)(a) to “activities” does not include a reference to activities carried out or likely to be carried out wholly or mainly in contemplation or furtherance of a trade dispute.,"['0.111*""carried"" + 0.111*""reference"" + 0.111*""activities"" + 0.074*""include"" + 0.074*""furtherance""']"
 (8)In this section—,[]
 “key national infrastructure” has the same meaning as in section 7 (key national infrastructure);,"['0.231*""key"" + 0.231*""infrastructure"" + 0.231*""national"" + 0.154*""meaning"" + 0.154*""section""']"
" “trade dispute” has the same meaning as in Part 4 of the Trade Union and Labour Relations (Consolidation) Act 1992, except that section 218 of that Act is to be read as if—","['0.115*""trade"" + 0.115*""act"" + 0.077*""except"" + 0.077*""read"" + 0.077*""section""']"
 19Injunctions in Secretary of State proceedings: power of arrest and remand(1)This section applies to proceedings brought by the Secretary of State under section 18 (power of Secretary of State to bring proceedings).,"['0.143*""secretary"" + 0.143*""proceedings"" + 0.143*""state"" + 0.107*""power"" + 0.107*""section""']"
 (2)If the court grants an injunction which prohibits conduct which—,"['0.200*""conduct"" + 0.200*""court"" + 0.200*""grants"" + 0.200*""prohibits"" + 0.200*""injunction""']"
" it may, if subsection (3) applies, attach a power of arrest to any provision of the injunction.","['0.125*""power"" + 0.125*""injunction"" + 0.125*""applies"" + 0.125*""arrest"" + 0.125*""subsection""']"
 (3)This subsection applies if the Secretary of State applies to the court to attach the power of arrest and the court thinks that—,"['0.150*""court"" + 0.150*""applies"" + 0.100*""thinks"" + 0.100*""attach"" + 0.100*""secretary""']"
" (ii)in the case of conduct mentioned in subsection (2)(b), the public or a section of the public.","['0.176*""public"" + 0.118*""b"" + 0.118*""ii"" + 0.118*""case"" + 0.118*""section""']"
" (4)Where a power of arrest is attached to any provision of an injunction under subsection (2), a constable may arrest without warrant a person whom the constable has reasonable cause for suspecting to be in breach of that provision.","['0.091*""provision"" + 0.091*""arrest"" + 0.091*""constable"" + 0.061*""without"" + 0.061*""reasonable""']"
 (5)After making an arrest under subsection (4) the constable must as soon as is reasonably practicable inform the Secretary of State.,"['0.091*""state"" + 0.091*""practicable"" + 0.091*""reasonably"" + 0.091*""constable"" + 0.091*""soon""']"
 (6)Where a person is arrested under subsection (4)—,"['0.333*""arrested"" + 0.333*""person"" + 0.333*""subsection""']"
" (7)For the purposes of subsection (6), when calculating the period of 24 hours referred to in paragraph (a) of that subsection, no account is to be taken of Christmas Day, Good Friday or any Sunday.","['0.103*""subsection"" + 0.069*""friday"" + 0.069*""sunday"" + 0.069*""good"" + 0.069*""purposes""']"
 (8)The Schedule applies in relation to the power to remand under subsection (6).,"['0.167*""applies"" + 0.167*""schedule"" + 0.167*""subsection"" + 0.167*""relation"" + 0.167*""remand""']"
" (9)If the court has reason to consider that a medical report will be required, the power to remand a person under subsection (6) may be exercised for the purpose of enabling a medical examination and report to be made.","['0.088*""report"" + 0.088*""medical"" + 0.059*""person"" + 0.059*""power"" + 0.059*""examination""']"
 (10)If such a power is so exercised the adjournment is not to be in force—,"['0.333*""exercised"" + 0.333*""power"" + 0.333*""adjournment""']"
 (11)If there is reason to suspect that a person who has been arrested under subsection (4) is suffering from mental disorder within the meaning of the Mental Health Act 1983 the court is to have the same power to make an order under section 35 of that Act (remand for report on accused's mental condition) as the Crown Court has under that section in the case of an accused person within the meaning of that section.,"['0.071*""mental"" + 0.071*""section"" + 0.054*""court"" + 0.054*""person"" + 0.054*""act""']"
 (12)In this section—,[]
 “harm” includes serious ill-treatment or abuse (whether physical or not);,"['0.167*""physical"" + 0.167*""whether"" + 0.167*""includes"" + 0.167*""abuse"" + 0.167*""harm""']"
 “the court” means the High Court or the county court and includes—,"['0.400*""court"" + 0.200*""county"" + 0.200*""high"" + 0.200*""means""']"
 Part 2Serious disruption prevention ordersSerious disruption prevention orders made on conviction20Serious disruption prevention order made on conviction(1)This section applies where—,"['0.160*""prevention"" + 0.160*""disruption"" + 0.120*""made"" + 0.080*""order"" + 0.080*""applies""']"
 (2)The court dealing with P in respect of the current offence may make a serious disruption prevention order in respect of P if—,"['0.115*""p"" + 0.115*""respect"" + 0.077*""court"" + 0.077*""order"" + 0.077*""may""']"
 (3)The condition in this subsection is that the court is satisfied on the balance of probabilities that—,"['0.167*""court"" + 0.167*""subsection"" + 0.167*""balance"" + 0.167*""condition"" + 0.167*""probabilities""']"
" (ii)committed a protest-related breach of an injunction (see section 32 (interpretation)) for which P was found in contempt of court,","['0.091*""committed"" + 0.091*""interpretation"" + 0.091*""court"" + 0.091*""ii"" + 0.091*""breach""']"
" (ii)took place on different days, and","['0.200*""took"" + 0.200*""ii"" + 0.200*""different"" + 0.200*""days"" + 0.200*""place""']"
 (4)In subsection (3) “the relevant period” means the period of 5 years ending with the day on which P is convicted of the current offence; but P’s conduct may be taken into account for the purposes of this section only if it took place—,"['0.079*""p"" + 0.079*""period"" + 0.053*""section"" + 0.053*""subsection"" + 0.053*""took""']"
 (5)The purposes are—,"['1.000*""purposes""']"
" (ii)the carrying out by any other person of activities related to a protest that result in, or are likely to result in, serious disruption to two or more individuals, or to an organisation, in England and Wales;","['0.097*""result"" + 0.065*""likely"" + 0.065*""protest"" + 0.065*""disruption"" + 0.065*""related""']"
" (ii)a protest-related breach of an injunction, or","['0.333*""breach"" + 0.333*""injunction"" + 0.333*""ii""']"
 (iii)activities related to a protest.,"['0.250*""activities"" + 0.250*""iii"" + 0.250*""related"" + 0.250*""protest""']"
" (6)A serious disruption prevention order under this section is an order which, for a purpose mentioned in subsection (5)—","['0.176*""order"" + 0.118*""prevention"" + 0.118*""mentioned"" + 0.118*""section"" + 0.118*""disruption""']"
 (7)The court may make a serious disruption prevention order in respect of P only if it is made in addition to—,"['0.091*""may"" + 0.091*""serious"" + 0.091*""prevention"" + 0.091*""order"" + 0.091*""respect""']"
 (8)For the purpose of deciding whether to make a serious disruption prevention order the court may consider evidence led by the prosecution or P.,"['0.067*""purpose"" + 0.067*""whether"" + 0.067*""serious"" + 0.067*""consider"" + 0.067*""disruption""']"
 (9)It does not matter whether the evidence would have been admissible in the proceedings for the current offence.,"['0.125*""current"" + 0.125*""would"" + 0.125*""proceedings"" + 0.125*""matter"" + 0.125*""admissible""']"
 (10)The court may adjourn any proceedings on an application for a serious disruption prevention order even after sentencing P.,"['0.083*""adjourn"" + 0.083*""court"" + 0.083*""p"" + 0.083*""sentencing"" + 0.083*""may""']"
 (11)If P does not appear for any adjourned proceedings the court may—,"['0.200*""appear"" + 0.200*""proceedings"" + 0.200*""court"" + 0.200*""p"" + 0.200*""adjourned""']"
 (12)The court may not act under subsection (11)(b) unless it is satisfied that P has had adequate notice of the time and place of the adjourned proceedings.,"['0.071*""act"" + 0.071*""place"" + 0.071*""notice"" + 0.071*""unless"" + 0.071*""proceedings""']"
 (13)The court may not act under subsection (11)(c) unless it is satisfied that P—,"['0.143*""subsection"" + 0.143*""may"" + 0.143*""court"" + 0.143*""act"" + 0.143*""c""']"
 (14)On making a serious disruption prevention order the court must in ordinary language explain to P the effects of the order.,"['0.120*""order"" + 0.080*""explain"" + 0.080*""p"" + 0.080*""language"" + 0.080*""effects""']"
" (15)Where an offence is found to have been committed over a period of 2 or more days, or at some time during a period of 2 or more days, it must be taken for the purposes of this section to have been committed on the last of those days.","['0.154*""days"" + 0.115*""committed"" + 0.115*""period"" + 0.077*""must"" + 0.077*""section""']"
 Serious disruption prevention orders made on application21Serious disruption prevention order made on application(1)A magistrates’ court may make a serious disruption prevention order in respect of a person (“P”) where—,"['0.114*""prevention"" + 0.114*""disruption"" + 0.086*""order"" + 0.086*""made"" + 0.086*""serious""']"
 (2)The condition in this subsection is that the court is satisfied on the balance of probabilities that—,"['0.167*""subsection"" + 0.167*""court"" + 0.167*""balance"" + 0.167*""condition"" + 0.167*""probabilities""']"
" (ii)committed a protest-related breach of an injunction for which P was found in contempt of court,","['0.125*""found"" + 0.125*""injunction"" + 0.125*""committed"" + 0.125*""court"" + 0.125*""p""']"
" (ii)took place on a different day, and","['0.200*""day"" + 0.200*""took"" + 0.200*""different"" + 0.200*""ii"" + 0.200*""place""']"
 (3)In subsection (2) “the relevant period” means the period of 5 years ending with the day on which the order is made; but P’s conduct may be taken into account for the purposes of this section only if it took place—,"['0.086*""period"" + 0.057*""taken"" + 0.057*""years"" + 0.057*""section"" + 0.057*""took""']"
 (4)The purposes are—,"['1.000*""purposes""']"
" (ii)the carrying out by any other person of activities related to a protest that result in, or are likely to result in, serious disruption to two or more individuals, or to an organisation, in England and Wales;","['0.097*""result"" + 0.065*""protest"" + 0.065*""serious"" + 0.065*""likely"" + 0.065*""wales""']"
" (ii)a protest related-breach of an injunction, or","['0.333*""protest"" + 0.333*""ii"" + 0.333*""injunction""']"
 (iii)activities related to a protest.,"['0.250*""activities"" + 0.250*""related"" + 0.250*""iii"" + 0.250*""protest""']"
" (5)A serious disruption prevention order under this section is an order which, for a purpose mentioned in subsection (4)—","['0.176*""order"" + 0.118*""section"" + 0.118*""serious"" + 0.118*""subsection"" + 0.118*""purpose""']"
 (6)On making a serious disruption prevention order the court must in ordinary language explain to P the effects of the order.,"['0.120*""order"" + 0.080*""making"" + 0.080*""explain"" + 0.080*""must"" + 0.080*""prevention""']"
 (7)The following persons are within this subsection—,"['0.333*""following"" + 0.333*""persons"" + 0.333*""within""']"
 (8)For the purposes of subsection (7)(a) a chief officer of police is a relevant chief officer of police in relation to an application for a serious disruption prevention order in respect of P if—,"['0.097*""police"" + 0.097*""officer"" + 0.097*""chief"" + 0.065*""respect"" + 0.065*""purposes""']"
 (9)An application for a serious disruption prevention order made by a chief officer of police for a police area may be made only to a court acting for a local justice area that includes any part of that police area.,"['0.103*""area"" + 0.103*""police"" + 0.077*""made"" + 0.051*""order"" + 0.051*""application""']"
" (10)Where an offence is found to have been committed over a period of 2 or more days, or at some time during a period of 2 or more days, it must be taken for the purposes of this section to have been committed on the last of those days.","['0.154*""days"" + 0.115*""period"" + 0.115*""committed"" + 0.077*""taken"" + 0.077*""offence""']"
 (11)Section 127 of the Magistrates’ Courts Act 1980 (time limits) does not apply to a complaint under this section.,"['0.176*""section"" + 0.118*""limits"" + 0.118*""time"" + 0.118*""act"" + 0.118*""complaint""']"
 Provisions of serious disruption prevention orders22Provisions of serious disruption prevention order(1)The only requirements and prohibitions that may be imposed on a person by a serious disruption prevention order are those which the court making the order thinks are necessary for a purpose mentioned in section 20(5) or 21(4) (as the case may be).,"['0.089*""order"" + 0.089*""serious"" + 0.089*""prevention"" + 0.089*""disruption"" + 0.067*""may""']"
" (2)The requirements imposed on a person (“P”) by a serious disruption prevention order may, in particular, have the effect of requiring P—","['0.083*""particular"" + 0.083*""imposed"" + 0.083*""p"" + 0.083*""requirements"" + 0.083*""serious""']"
 (3)Sections 23 and 24 make further provision about the inclusion of requirements (including notification requirements) in a serious disruption prevention order.,"['0.130*""requirements"" + 0.087*""order"" + 0.087*""including"" + 0.087*""sections"" + 0.087*""prevention""']"
" (4)The prohibitions imposed on a person (“P”) by a serious disruption prevention order may, in particular, have the effect of prohibiting P from—","['0.120*""p"" + 0.080*""imposed"" + 0.080*""prohibiting"" + 0.080*""prohibitions"" + 0.080*""effect""']"
" (ii)carry out activities related to a protest that result in, or are likely to result in, serious disruption to two or more individuals, or to an organisation, in England and Wales.","['0.103*""result"" + 0.069*""individuals"" + 0.069*""wales"" + 0.069*""carry"" + 0.069*""activities""']"
" (5)References in this section to a particular place or area or particular persons, activities or articles include a place, area, persons, activities or articles of a particular description.","['0.148*""particular"" + 0.111*""persons"" + 0.111*""articles"" + 0.111*""place"" + 0.111*""area""']"
 (6)A serious disruption prevention order which imposes prohibitions on a person may include exceptions from those prohibitions.,"['0.143*""prohibitions"" + 0.095*""order"" + 0.095*""serious"" + 0.095*""disruption"" + 0.095*""include""']"
 (7)Nothing in this section affects the generality of sections 20(6) and 21(5).,"['0.200*""nothing"" + 0.200*""section"" + 0.200*""sections"" + 0.200*""affects"" + 0.200*""generality""']"
" (8)The requirements or prohibitions which are imposed on a person by a serious disruption prevention order must, so far as practicable, be such as to avoid—","['0.091*""serious"" + 0.091*""disruption"" + 0.091*""prevention"" + 0.091*""practicable"" + 0.091*""requirements""']"
" 23Requirements in serious disruption prevention order(1)A serious disruption prevention order which imposes on a person (“P”) a requirement, other than a notification requirement under section 24, must specify a person who is to be responsible for supervising compliance with the requirement.","['0.108*""requirement"" + 0.081*""disruption"" + 0.081*""person"" + 0.081*""prevention"" + 0.081*""order""']"
 (2)That person may be an individual or an organisation.,"['0.250*""individual"" + 0.250*""may"" + 0.250*""organisation"" + 0.250*""person""']"
" (3)Before including such a requirement, the court must receive evidence about its suitability and enforceability from—","['0.125*""including"" + 0.125*""requirement"" + 0.125*""receive"" + 0.125*""court"" + 0.125*""enforceability""']"
" (4)Before including two or more such requirements, the court must consider their compatibility with each other.","['0.143*""must"" + 0.143*""including"" + 0.143*""compatibility"" + 0.143*""consider"" + 0.143*""requirements""']"
 (5)It is the duty of a person specified under subsection (1)—,"['0.250*""duty"" + 0.250*""person"" + 0.250*""specified"" + 0.250*""subsection""']"
" (ii)has failed to comply with a relevant requirement,","['0.200*""comply"" + 0.200*""failed"" + 0.200*""ii"" + 0.200*""relevant"" + 0.200*""requirement""']"
 to inform the appropriate chief officer of police.,"['0.200*""chief"" + 0.200*""appropriate"" + 0.200*""officer"" + 0.200*""police"" + 0.200*""inform""']"
 (6)In subsection (5)(c) “the appropriate chief officer of police” means—,"['0.167*""appropriate"" + 0.167*""chief"" + 0.167*""subsection"" + 0.167*""police"" + 0.167*""c""']"
" (7)Where P is subject to a requirement in a serious disruption prevention order, other than a notification requirement under section 24, P must—","['0.150*""requirement"" + 0.150*""p"" + 0.100*""serious"" + 0.100*""prevention"" + 0.100*""subject""']"
 (8)The obligations mentioned in subsection (7) have effect as if they were requirements imposed on P by the order.,"['0.125*""imposed"" + 0.125*""obligations"" + 0.125*""order"" + 0.125*""effect"" + 0.125*""mentioned""']"
 24Notification requirements in serious disruption prevention order(1)A serious disruption prevention order made in respect of a person (“P”) must impose on P the notification requirements in subsections (2) and (4).,"['0.094*""serious"" + 0.094*""p"" + 0.094*""order"" + 0.094*""requirements"" + 0.094*""disruption""']"
 (2)P must be required to notify the information in subsection (3) to the police within the period of 3 days beginning with the day on which the order takes effect.,"['0.067*""beginning"" + 0.067*""required"" + 0.067*""must"" + 0.067*""day"" + 0.067*""police""']"
 (3)That information is—,"['1.000*""information""']"
 (4)P must be required to notify the information in subsection (5) to the police within the period of 3 days beginning with the day on which P—,"['0.083*""must"" + 0.083*""p"" + 0.083*""police"" + 0.083*""within"" + 0.083*""subsection""']"
 (5)That information is—,"['1.000*""information""']"
 (6)A serious disruption prevention order must provide that P gives a notification of the kind mentioned in subsection (2) or (4) by—,"['0.083*""serious"" + 0.083*""must"" + 0.083*""p"" + 0.083*""order"" + 0.083*""provide""']"
" 25Duration of serious disruption prevention order(1)A serious disruption prevention order takes effect on the day it is made, subject to subsections (3) and (4).","['0.125*""order"" + 0.125*""disruption"" + 0.125*""serious"" + 0.125*""prevention"" + 0.083*""takes""']"
" (2)A serious disruption prevention order must specify the period for which it has effect, which must be a fixed period of not less than 1 week and not more than 2 years.","['0.115*""must"" + 0.115*""period"" + 0.077*""specify"" + 0.077*""order"" + 0.077*""effect""']"
 (3)Subsection (4) applies in relation to a serious disruption prevention order made in respect of a person (“P”) if—,"['0.091*""disruption"" + 0.091*""relation"" + 0.091*""prevention"" + 0.091*""person"" + 0.091*""applies""']"
 (4)The order may provide that it does not take effect until—,"['0.200*""provide"" + 0.200*""effect"" + 0.200*""may"" + 0.200*""take"" + 0.200*""order""']"
 (5)A serious disruption prevention order may specify periods for which particular requirements or prohibitions have effect.,"['0.091*""periods"" + 0.091*""serious"" + 0.091*""specify"" + 0.091*""order"" + 0.091*""may""']"
" (6)Where a court makes a serious disruption prevention order in respect of a person and the person is already subject to such an order, the earlier order ceases to have effect.","['0.138*""order"" + 0.103*""person"" + 0.069*""disruption"" + 0.069*""already"" + 0.069*""ceases""']"
 (7)In this section “custodial sentence”—,"['0.333*""section"" + 0.333*""sentence"" + 0.333*""custodial""']"
 26Other information to be included in serious disruption prevention orderA serious disruption prevention order made in respect of a person must specify—,"['0.120*""prevention"" + 0.120*""serious"" + 0.120*""disruption"" + 0.080*""person"" + 0.080*""information""']"
" Offences27Offences relating to a serious disruption prevention order(1)Where a serious disruption prevention order has effect in respect of a person (“P”), P commits an offence if P—","['0.111*""serious"" + 0.111*""order"" + 0.111*""prevention"" + 0.111*""disruption"" + 0.111*""p""']"
" (2)A person who commits an offence under this section is liable on summary conviction to imprisonment for a term not exceeding the maximum term for summary offences, to a fine or to both.","['0.107*""term"" + 0.107*""summary"" + 0.071*""exceeding"" + 0.071*""offences"" + 0.071*""conviction""']"
 (3)In subsection (2) “the maximum term for summary offences” means—,"['0.200*""maximum"" + 0.200*""subsection"" + 0.200*""summary"" + 0.200*""term"" + 0.200*""offences""']"
" Variation, renewal or discharge of serious disruption prevention orders28Variation, renewal or discharge of serious disruption prevention order(1)Where a serious disruption prevention order has been made in respect of a person (“P”), a person within subsection (2) may apply to the appropriate court for an order varying, renewing or discharging the order.","['0.096*""order"" + 0.077*""serious"" + 0.077*""prevention"" + 0.077*""disruption"" + 0.058*""discharge""']"
 (2)Those persons are—,"['1.000*""persons""']"
 (3)Those constables are—,"['1.000*""constables""']"
 (4)An application under this section must be made—,"['0.333*""must"" + 0.333*""application"" + 0.333*""section""']"
" (5)Before making a decision on an application under this section, the court must hear—","['0.167*""decision"" + 0.167*""section"" + 0.167*""making"" + 0.167*""court"" + 0.167*""must""']"
" (6)Subject to subsections (7) to (9), on an application under this section the court may make such order varying, renewing or discharging the serious disruption prevention order as it thinks appropriate.","['0.091*""order"" + 0.061*""subsections"" + 0.061*""section"" + 0.061*""disruption"" + 0.061*""subject""']"
 (7)The court may—,"['1.000*""court""']"
" (ii)extend the period for which a requirement or prohibition imposed by the order has effect, or","['0.125*""imposed"" + 0.125*""order"" + 0.125*""ii"" + 0.125*""prohibition"" + 0.125*""effect""']"
" (iii)impose an additional prohibition or requirement on P, or","['0.167*""additional"" + 0.167*""iii"" + 0.167*""impose"" + 0.167*""p"" + 0.167*""requirement""']"
 only if it considers that to do so is necessary for a purpose mentioned in subsection (8).,"['0.200*""considers"" + 0.200*""mentioned"" + 0.200*""purpose"" + 0.200*""subsection"" + 0.200*""necessary""']"
 (8)The purposes are—,"['1.000*""purposes""']"
" (ii)the carrying out by any other person of activities related to a protest that result in, or are likely to result in, serious disruption to two or more individuals, or to an organisation, in England and Wales, or","['0.097*""result"" + 0.065*""disruption"" + 0.065*""activities"" + 0.065*""serious"" + 0.065*""two""']"
" (ii)a protest-related breach of an injunction, or","['0.333*""ii"" + 0.333*""injunction"" + 0.333*""breach""']"
 (iii)activities related to a protest.,"['0.250*""iii"" + 0.250*""activities"" + 0.250*""related"" + 0.250*""protest""']"
